Timestamp,Service,CPU Request,Memory Request,CPU Limit,Memory Limit,Latency,CPU Usage,Memory Usage,CPU Throttling,Memory Working Set
2025-05-10T00:02:10.663000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08352202450000001,0.0031753349047590525,151572480,26.583535,143400960
2025-05-10T00:02:40.758000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.0823839628888889,0.0031333652777777786,151572480,26.583535,143400960
2025-05-10T00:03:10.860000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08238396288888888,0.003162681322229217,151633920,26.583535,143462400
2025-05-10T00:03:40.958000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07479855059999997,0.00313422,151633920,26.583535,143462400
2025-05-10T00:04:11.055000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07479855059999999,0.003165071306054119,151855104,26.699544,143683584
2025-05-10T00:04:41.135000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.0837331260909091,0.003286470461008007,151855104,26.699544,143683584
2025-05-10T00:05:11.231000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.0837331260909091,0.0032003502172702897,151982080,26.722329,143810560
2025-05-10T00:05:41.331000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08293829241666668,0.003167599914529914,151982080,26.722329,143810560
2025-05-10T00:06:11.410000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08293829241666667,0.0032084207235899636,152047616,26.77383,143876096
2025-05-10T00:06:41.505000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08248603869230771,0.003182907738095238,152047616,26.77383,143876096
2025-05-10T00:07:11.591000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08248603869230771,0.0032234113578747375,152256512,26.797606,144084992
2025-05-10T00:07:41.675000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08203493385714287,0.0031999647407407405,152256512,26.797606,144084992
2025-05-10T00:08:11.762000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08203493385714287,0.0032432251713811686,152371200,26.852144,144199680
2025-05-10T00:08:41.858000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08369588726666667,0.0032208064236111107,152371200,26.852144,144199680
2025-05-10T00:09:11.954000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.08369588726666666,0.0032449969765982476,152489984,26.87189,144318464
2025-05-10T00:09:42.053000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.079024194875,0.0033349963723947754,152489984,26.87189,144318464
2025-05-10T00:10:12.150000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.079024194875,0.0032695988348368514,152621056,26.87189,144449536
2025-05-10T00:10:42.242000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07500633729411765,0.0033555011918933414,152621056,26.87189,144449536
2025-05-10T00:11:12.337000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07500633729411764,0.0032981688341195744,153378816,26.918418,145207296
2025-05-10T00:11:42.427000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07688709605555555,0.0032461195975399997,153640960,26.981976,145469440
2025-05-10T00:12:12.526000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07688709605555555,0.003325199330750775,153640960,26.981976,145469440
2025-05-10T00:12:42.623000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07649373321052633,0.003285302234071216,153690112,26.981976,145518592
2025-05-10T00:13:12.717000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07649373321052631,0.003361615523353787,153690112,26.981976,145518592
2025-05-10T00:13:42.808000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.0731215665,0.0032979125532475225,153739264,26.981976,145567744
2025-05-10T00:14:12.892000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07312156650000001,0.003371088033583981,153739264,26.981976,145567744
2025-05-10T00:14:42.977000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07309458985714287,0.0033074215439901464,153776128,26.981976,145604608
2025-05-10T00:15:13.069000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07309458985714287,0.0033777005570583916,153776128,26.981976,145604608
2025-05-10T00:15:43.162000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.0730346039090909,0.0033459217745979183,153825280,27.010741,145653760
2025-05-10T00:16:13.257000,rand-pw-gen-deployment,0.1,134217728,0.2,268435456,0.07303460390909092,0.0034141331051082335,153825280,27.010741,145653760
