Timestamp,Service,CPU Request,Memory Request,CPU Limit,Memory Limit,Latency,CPU Usage,Memory Usage,Request Rate
2025-06-29T10:22:32.896000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003535003846014694,0.014498764772520848,118853632,16.34827586206897
2025-06-29T10:22:50.031000,service-1-deployment,0.08,109051904,0.3,268435456,0.000353525959203242,0.014459229552355431,118849536,16.386206896551727
2025-06-29T10:23:03.006000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003535570481618159,0.014497268589533523,118845440,16.41034482758621
2025-06-29T10:23:20.116000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035356086833867375,0.014495860486548728,118845440,16.472413793103453
2025-06-29T10:23:33.084000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003535840030221332,0.014493177300328992,118853632,16.496551724137934
2025-06-29T10:23:50.217000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003535958147464405,0.014492318297740723,118845440,16.51724137931035
2025-06-29T10:24:03.165000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003536716409541715,0.014448037942480466,118845440,16.53793103448276
2025-06-29T10:24:20.307000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035376592207016103,0.01449186296638337,118853632,16.57931034482759
2025-06-29T10:24:33.249000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003537448154698327,0.014426221124019352,118853632,16.589655172413796
2025-06-29T10:24:50.395000,service-1-deployment,0.08,109051904,0.3,268435456,0.000353712641213632,0.014433647816212728,118857728,16.617241379310347
2025-06-29T10:25:03.327000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003537619659617605,0.014489989389824045,118849536,16.586206896551726
2025-06-29T10:25:20.488000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035379547889313214,0.014489304642817072,118845440,16.47586206896552
2025-06-29T10:25:33.412000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035380482163425254,0.014488394607370838,118841344,16.458620689655177
2025-06-29T10:25:50.562000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538784076716861,0.014443070865009362,118845440,16.455172413793107
2025-06-29T10:26:03.497000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538564808663998,0.014447459036400519,118845440,16.365517241379315
2025-06-29T10:26:20.649000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538519848786663,0.014487379368056455,118857728,16.331034482758625
2025-06-29T10:26:33.571000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538549291884774,0.014439595374269563,118857728,16.027586206896554
2025-06-29T10:26:50.724000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538232950421886,0.014433390902622637,118861824,16.03448275862069
2025-06-29T10:27:03.738000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538155174068099,0.014485289906943451,118857728,16.062068965517245
2025-06-29T10:27:20.826000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003537007533973928,0.014485225405996643,118861824,16.148275862068967
2025-06-29T10:27:33.818000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003536334123127579,0.014444045116592972,118861824,16.186206896551727
2025-06-29T10:27:50.919000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035352462052626847,0.014483079353228252,118865920,16.27241379310345
2025-06-29T10:28:03.922000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003535682067786799,0.014431137390836953,118865920,16.255172413793108
2025-06-29T10:28:21.013000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003536456655209843,0.014423784232618803,118861824,16.234482758620693
2025-06-29T10:28:34.004000,service-1-deployment,0.08,109051904,0.3,268435456,0.000353706927727624,0.014442091424261231,118861824,16.224137931034488
2025-06-29T10:28:51.103000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003538166962075689,0.014425797755221974,118853632,16.200000000000003
2025-06-29T10:29:04.095000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035384871754316267,0.014441629664298855,118857728,16.158620689655177
2025-06-29T10:29:21.191000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035395824236388924,0.014440093218807617,118861824,16.10344827586207
2025-06-29T10:29:34.187000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035399879894965666,0.014476536343281521,118861824,16.062068965517245
2025-06-29T10:29:51.271000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035413871652929834,0.01447458314510681,118857728,16.0448275862069
2025-06-29T10:30:04.290000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003541806943538451,0.014405023756421621,118857728,16.024137931034485
2025-06-29T10:30:21.358000,service-1-deployment,0.08,109051904,0.3,268435456,0.000354220453166347,0.01441323714953986,118853632,16.082758620689656
2025-06-29T10:30:34.373000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035421504091691423,0.014467266456320484,118865920,16.14137931034483
2025-06-29T10:30:51.443000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035434612538514645,0.014468786232222777,118870016,16.203448275862073
2025-06-29T10:31:04.450000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035447658132196707,0.014399644787910086,118870016,16.196551724137933
2025-06-29T10:31:21.548000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003542276002532325,0.014476049761776973,118870016,16.420689655172417
2025-06-29T10:31:34.534000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003541348749164137,0.014443433691423554,118870016,16.420689655172417
2025-06-29T10:31:51.630000,service-1-deployment,0.08,109051904,0.3,268435456,0.00035412310654060064,0.01447013039325509,119128064,15.862068965517242
2025-06-29T10:32:04.619000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003540876714420278,0.014469119975280382,118882304,15.789655172413795
2025-06-29T10:32:21.721000,service-1-deployment,0.08,109051904,0.3,268435456,0.0003540712840894672,0.014468389507578498,118886400,15.631034482758622
